Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC)
14.04.2012 18:10:00,976.93,10.87,285.93,0.08
14.04.2012 18:20:00,977,10.75,285.81,0.16
14.04.2012 18:30:00,977,10.64,285.69,0.29
14.04.2012 18:40:00,977.02,10.52,285.57,0.38
14.04.2012 18:50:00,977.05,10.42,285.47,0.35
14.04.2012 19:00:00,977.17,10.34,285.38,0.24
14.04.2012 19:10:00,977.29,10.22,285.25,0.19
14.04.2012 19:20:00,977.43,10.05,285.07,0.17
14.04.2012 19:30:00,977.54,9.88,284.88,0.12
14.04.2012 19:40:00,977.64,9.81,284.81,0.22
14.04.2012 19:50:00,977.8,9.74,284.72,0.35
14.04.2012 20:00:00,977.84,9.59,284.57,0.33
14.04.2012 20:10:00,977.88,9.39,284.36,0.29
14.04.2012 20:20:00,977.94,9.34,284.31,0.26
14.04.2012 20:30:00,977.98,9.24,284.2,0.22
14.04.2012 20:40:00,978.04,9.05,284.01,0.23
14.04.2012 20:50:00,978.07,8.9,283.85,0.3
14.04.2012 21:00:00,978.08,8.82,283.77,0.34
14.04.2012 21:10:00,978.18,8.69,283.63,0.33
14.04.2012 21:20:00,978.12,8.6,283.55,0.32
14.04.2012 21:30:00,978.14,8.5,283.45,0.32
14.04.2012 21:40:00,978.09,8.42,283.37,0.34
14.04.2012 21:50:00,978.17,8.3,283.24,0.35
14.04.2012 22:00:00,978.18,8.26,283.2,0.33
14.04.2012 22:10:00,978.18,8.22,283.16,0.36
14.04.2012 22:20:00,978.19,8.11,283.05,0.35
14.04.2012 22:30:00,978.19,8.04,282.98,0.35
14.04.2012 22:40:00,978.19,7.94,282.88,0.36
14.04.2012 22:50:00,978.2,7.85,282.79,0.34
14.04.2012 23:00:00,978.19,7.76,282.7,0.35
14.04.2012 23:10:00,978.13,7.61,282.55,0.35
14.04.2012 23:20:00,978.08,7.54,282.49,0.34
14.04.2012 23:30:00,978.06,7.5,282.45,0.34
14.04.2012 23:40:00,978.07,7.38,282.32,0.36
14.04.2012 23:50:00,978.09,7.19,282.13,0.37
15.04.2012 00:00:00,978.1,7.13,282.07,0.39
15.04.2012 00:10:00,978.16,7.08,282.02,0.4
15.04.2012 00:20:00,978.2,7.04,281.97,0.44
15.04.2012 00:30:00,978.24,6.93,281.85,0.47
15.04.2012 00:40:00,978.22,6.64,281.56,0.53
15.04.2012 00:50:00,978.19,6.51,281.44,0.53
15.04.2012 01:00:00,978.13,6.34,281.27,0.57
15.04.2012 01:10:00,978.14,6.09,281.02,0.61
15.04.2012 01:20:00,978.19,6.13,281.05,0.62
15.04.2012 01:30:00,978.2,6.12,281.05,0.6
15.04.2012 01:40:00,978.19,6.04,280.97,0.56
15.04.2012 01:50:00,978.16,5.9,280.83,0.65
15.04.2012 02:00:00,978.1,5.66,280.59,0.66
15.04.2012 02:10:00,978.08,5.72,280.65,0.68
15.04.2012 02:20:00,978.09,5.57,280.5,0.59
15.04.2012 02:30:00,978.12,5.41,280.34,0.54
15.04.2012 02:40:00,978.1,5.23,280.16,0.54
15.04.2012 02:50:00,978.09,5.15,280.07,0.55
15.04.2012 03:00:00,978.13,4.99,279.91,0.53
15.04.2012 03:10:00,978.17,4.86,279.78,0.54
15.04.2012 03:20:00,978.19,4.79,279.71,0.59
15.04.2012 03:30:00,978.19,4.76,279.68,0.56
15.04.2012 03:40:00,978.19,4.77,279.69,0.58
15.04.2012 03:50:00,978.2,4.73,279.65,0.55
15.04.2012 04:00:00,978.23,4.79,279.7,0.56
15.04.2012 04:10:00,978.2,4.81,279.72,0.53
15.04.2012 04:20:00,978.28,4.8,279.71,0.54
15.04.2012 04:30:00,978.3,4.74,279.65,0.57
15.04.2012 04:40:00,978.31,4.61,279.52,0.56
15.04.2012 04:50:00,978.28,4.62,279.53,0.55
15.04.2012 05:00:00,978.23,4.36,279.27,0.54
15.04.2012 05:10:00,978.29,4.27,279.18,0.6
15.04.2012 05:20:00,978.32,4.33,279.23,0.63
15.04.2012 05:30:00,978.41,4.34,279.23,0.66
15.04.2012 05:40:00,978.55,4.38,279.26,0.71
15.04.2012 05:50:00,978.65,4.48,279.36,0.8
15.04.2012 06:00:00,978.71,4.47,279.34,0.84
15.04.2012 06:10:00,978.8,4.6,279.47,0.81
15.04.2012 06:20:00,978.83,4.59,279.45,0.81
15.04.2012 06:30:00,978.95,4.6,279.46,0.84
15.04.2012 06:40:00,979.05,4.73,279.57,0.93
15.04.2012 06:50:00,979.05,4.84,279.68,1.02
15.04.2012 07:00:00,979.12,4.92,279.76,1.06
15.04.2012 07:10:00,979.17,4.92,279.76,1.12
15.04.2012 07:20:00,979.21,4.92,279.76,1.17
15.04.2012 07:30:00,979.29,4.98,279.81,1.21
15.04.2012 07:40:00,979.36,5,279.82,1.26
15.04.2012 07:50:00,979.47,5.14,279.95,1.4
15.04.2012 08:00:00,979.55,5.28,280.09,1.45
15.04.2012 08:10:00,979.66,5.39,280.19,1.51
15.04.2012 08:20:00,979.7,5.56,280.36,1.65
15.04.2012 08:30:00,979.8,5.77,280.56,1.75
15.04.2012 08:40:00,979.93,5.97,280.76,1.86
15.04.2012 08:50:00,980.02,6.22,281,2.08
15.04.2012 09:00:00,980.04,6.52,281.29,2.21
15.04.2012 09:10:00,980.09,6.75,281.52,2.32
15.04.2012 09:20:00,980.07,7.07,281.85,2.27
15.04.2012 09:30:00,980.1,7.12,281.9,2.18
15.04.2012 09:40:00,980.11,7.19,281.97,2.04
15.04.2012 09:50:00,980.05,7.38,282.16,2.16
15.04.2012 10:00:00,980.06,7.76,282.54,2.35
15.04.2012 10:10:00,980.1,8.01,282.79,2.26
15.04.2012 10:20:00,980.17,8.25,283.03,2.29
15.04.2012 10:30:00,980.24,8.51,283.28,2.16
15.04.2012 10:40:00,980.29,8.7,283.47,2.2
15.04.2012 10:50:00,980.29,8.83,283.6,2.06
15.04.2012 11:00:00,980.18,9.01,283.79,2.12
15.04.2012 11:10:00,980.18,9.24,284.02,1.88
15.04.2012 11:20:00,980.22,9.24,284.02,2
15.04.2012 11:30:00,980.21,9.44,284.22,2.18
15.04.2012 11:40:00,980.15,9.64,284.43,2.11
15.04.2012 11:50:00,980.14,9.86,284.65,1.68
15.04.2012 12:00:00,980.15,9.94,284.73,1.25
15.04.2012 12:10:00,980.13,9.97,284.76,1.42
15.04.2012 12:20:00,980.11,10.21,285,1.75
15.04.2012 12:30:00,980.13,10.27,285.06,1.86
15.04.2012 12:40:00,980.13,10.36,285.15,1.84
15.04.2012 12:50:00,980.14,10.24,285.03,2
15.04.2012 13:00:00,980.22,10,284.78,1.91
15.04.2012 13:10:00,980.28,9.83,284.61,1.99
15.04.2012 13:20:00,980.35,9.48,284.25,2.05
15.04.2012 13:30:00,980.37,9.01,283.77,2.01
15.04.2012 13:40:00,980.34,9.16,283.93,1.48
15.04.2012 13:50:00,980.35,9.41,284.18,1.1
15.04.2012 14:00:00,980.39,9.6,284.37,0.85
15.04.2012 14:10:00,980.37,9.77,284.54,0.86
15.04.2012 14:20:00,980.4,9.81,284.58,0.67
15.04.2012 14:30:00,980.35,9.89,284.66,0.59
15.04.2012 14:40:00,980.37,9.93,284.7,0.65
15.04.2012 14:50:00,980.4,9.99,284.76,0.71
15.04.2012 15:00:00,980.47,10,284.76,0.74
15.04.2012 15:10:00,980.52,10.01,284.77,0.94
15.04.2012 15:20:00,980.56,10.06,284.81,1.09
15.04.2012 15:30:00,980.61,10.13,284.88,1.08
15.04.2012 15:40:00,980.64,10.27,285.02,0.95
15.04.2012 15:50:00,980.65,10.33,285.08,0.88
15.04.2012 16:00:00,980.67,10.33,285.08,0.94
15.04.2012 16:10:00,980.76,10.29,285.03,1.05
15.04.2012 16:20:00,980.82,10.26,284.99,1.1
15.04.2012 16:30:00,980.92,10.11,284.84,2.02
15.04.2012 16:40:00,981.03,9.84,284.55,2.38
15.04.2012 16:50:00,981.15,9.7,284.4,2.52
15.04.2012 17:00:00,981.24,9.62,284.32,2.63
15.04.2012 17:10:00,981.25,9.52,284.21,2.75
15.04.2012 17:20:00,981.26,9.5,284.19,2.72
15.04.2012 17:30:00,981.26,9.58,284.27,2.66
15.04.2012 17:40:00,981.27,9.6,284.29,2.61
15.04.2012 17:50:00,981.4,9.6,284.28,2.43
15.04.2012 18:00:00,981.38,9.61,284.29,2.29
15.04.2012 18:10:00,981.39,9.6,284.28,2.25
15.04.2012 18:20:00,981.47,9.59,284.27,2.11
15.04.2012 18:30:00,981.57,9.59,284.26,1.83
15.04.2012 18:40:00,981.68,9.66,284.32,1.52
15.04.2012 18:50:00,981.77,9.6,284.25,1.49
15.04.2012 19:00:00,981.9,9.5,284.14,1.58
15.04.2012 19:10:00,982.04,9.4,284.03,1.63
15.04.2012 19:20:00,982.16,9.41,284.03,1.5
15.04.2012 19:30:00,982.34,9.37,283.97,1.52
15.04.2012 19:40:00,982.4,9.3,283.9,1.54
15.04.2012 19:50:00,982.52,9.24,283.83,1.48
15.04.2012 20:00:00,982.66,9.25,283.83,1.42
15.04.2012 20:10:00,982.78,9.29,283.86,1.34
15.04.2012 20:20:00,982.91,9.33,283.89,1.36
15.04.2012 20:30:00,983.01,9.28,283.83,1.43
15.04.2012 20:40:00,983.17,9.16,283.69,1.55
15.04.2012 20:50:00,983.2,9.04,283.57,1.62
15.04.2012 21:00:00,983.21,8.98,283.51,1.58
15.04.2012 21:10:00,983.26,8.92,283.45,1.57
15.04.2012 21:20:00,983.26,8.86,283.38,1.57
15.04.2012 21:30:00,983.29,8.89,283.41,1.54
15.04.2012 21:40:00,983.37,8.85,283.37,1.77
15.04.2012 21:50:00,983.4,8.77,283.28,1.84
15.04.2012 22:00:00,983.31,8.78,283.3,1.81
15.04.2012 22:10:00,983.28,8.9,283.42,1.18
15.04.2012 22:20:00,983.33,8.96,283.48,1.35
15.04.2012 22:30:00,983.35,8.99,283.51,1.29
15.04.2012 22:40:00,983.39,9.06,283.58,1.24
15.04.2012 22:50:00,983.58,8.99,283.49,1.08
15.04.2012 23:00:00,983.64,8.83,283.32,0.88
15.04.2012 23:10:00,983.68,8.7,283.19,0.41
15.04.2012 23:20:00,983.74,8.56,283.04,-0.17
15.04.2012 23:30:00,983.86,8.44,282.91,-0.62
15.04.2012 23:40:00,983.95,8.32,282.79,-0.82
15.04.2012 23:50:00,984.05,8.22,282.68,-1.16
16.04.2012 00:00:00,984.13,8.1,282.55,-1.59
16.04.2012 00:10:00,984.21,7.94,282.38,-1.13
16.04.2012 00:20:00,984.3,7.76,282.19,-0.18
16.04.2012 00:30:00,984.34,7.52,281.95,0.83
16.04.2012 00:40:00,984.42,7.35,281.77,0.76
16.04.2012 00:50:00,984.41,7.2,281.62,0.89
16.04.2012 01:00:00,984.41,6.94,281.37,1.01
16.04.2012 01:10:00,984.44,6.65,281.06,1.16
16.04.2012 01:20:00,984.51,6.36,280.77,1.23
16.04.2012 01:30:00,984.65,6.13,280.52,1.26
16.04.2012 01:40:00,984.69,5.96,280.35,1.33
16.04.2012 01:50:00,984.73,5.81,280.2,1.31
16.04.2012 02:00:00,984.76,5.66,280.04,1.25
16.04.2012 02:10:00,984.77,5.53,279.91,1.24
16.04.2012 02:20:00,984.89,5.47,279.84,1.28
16.04.2012 02:30:00,984.96,5.37,279.73,1.22
16.04.2012 02:40:00,984.96,5.25,279.62,1.09
16.04.2012 02:50:00,985.02,5.16,279.52,1.09
16.04.2012 03:00:00,985.06,5.07,279.43,1.06
16.04.2012 03:10:00,985.11,5.06,279.41,0.94
16.04.2012 03:20:00,985.2,5.02,279.37,0.88
16.04.2012 03:30:00,985.31,4.95,279.29,0.87
16.04.2012 03:40:00,985.33,4.86,279.19,0.82
16.04.2012 03:50:00,985.36,4.78,279.12,0.89
16.04.2012 04:00:00,985.44,4.72,279.05,0.91
16.04.2012 04:10:00,985.53,4.66,278.98,0.95
16.04.2012 04:20:00,985.59,4.59,278.9,1.08
16.04.2012 04:30:00,985.68,4.57,278.88,1.12
16.04.2012 04:40:00,985.78,4.52,278.82,1.18
16.04.2012 04:50:00,985.87,4.52,278.81,1.23
16.04.2012 05:00:00,985.9,4.4,278.69,1.2
16.04.2012 05:10:00,985.95,4.32,278.6,1.2
16.04.2012 05:20:00,986.03,4.22,278.5,1.13
16.04.2012 05:30:00,986.08,4.23,278.51,1.24
16.04.2012 05:40:00,986.21,4.36,278.63,1.42
16.04.2012 05:50:00,986.31,4.56,278.82,1.68
16.04.2012 06:00:00,986.43,4.72,278.97,1.91
16.04.2012 06:10:00,986.52,4.85,279.09,2.08
16.04.2012 06:20:00,986.62,4.92,279.15,2.17
16.04.2012 06:30:00,986.73,5,279.22,2.14
16.04.2012 06:40:00,986.89,5.06,279.27,2.03
16.04.2012 06:50:00,986.98,5.06,279.26,1.91
16.04.2012 07:00:00,987.08,5.03,279.22,1.84
16.04.2012 07:10:00,987.23,5.09,279.28,1.85
16.04.2012 07:20:00,987.3,5.08,279.26,1.7
16.04.2012 07:30:00,987.38,5.03,279.2,1.56
16.04.2012 07:40:00,987.58,4.99,279.15,1.31
16.04.2012 07:50:00,987.69,4.96,279.11,1.01
16.04.2012 08:00:00,987.81,4.87,279.01,0.85
16.04.2012 08:10:00,987.88,4.77,278.9,0.75
16.04.2012 08:20:00,988.03,4.71,278.83,0.82
16.04.2012 08:30:00,988.11,4.65,278.76,0.76
16.04.2012 08:40:00,988.25,4.52,278.62,0.68
16.04.2012 08:50:00,988.38,4.54,278.63,0.7
16.04.2012 09:00:00,988.47,4.7,278.78,0.83
16.04.2012 09:10:00,988.62,4.68,278.76,0.87
16.04.2012 09:20:00,988.67,4.81,278.88,0.85
16.04.2012 09:30:00,988.8,5.08,279.13,0.88
16.04.2012 09:40:00,988.88,5.09,279.14,0.78
16.04.2012 09:50:00,989,5.11,279.15,0.82
16.04.2012 10:00:00,989.07,5.07,279.11,0.67
16.04.2012 10:10:00,989.13,4.96,278.99,0.64
16.04.2012 10:20:00,989.19,4.92,278.95,0.43
16.04.2012 10:30:00,989.25,5.2,279.22,0.39
16.04.2012 10:40:00,989.22,5.44,279.46,0.28
16.04.2012 10:50:00,989.26,5.51,279.54,0.1
16.04.2012 11:00:00,989.25,5.73,279.75,0.12
16.04.2012 11:10:00,989.22,5.81,279.83,0.03
16.04.2012 11:20:00,989.2,6.06,280.09,-0.33
16.04.2012 11:30:00,989.26,6.23,280.25,-0.67
16.04.2012 11:40:00,989.3,6.54,280.56,-0.69
16.04.2012 11:50:00,989.24,6.86,280.89,-0.69
16.04.2012 12:00:00,989.19,6.8,280.83,-1.05
16.04.2012 12:10:00,989.16,6.77,280.81,-1.76
16.04.2012 12:20:00,989.22,7.21,281.24,-1.51
16.04.2012 12:30:00,989.23,7.15,281.18,-1.38
16.04.2012 12:40:00,989.21,7.22,281.25,-1.53
16.04.2012 12:50:00,989.21,7.19,281.22,-1.77
16.04.2012 13:00:00,989.26,7.45,281.48,-2.15
16.04.2012 13:10:00,989.26,7.83,281.86,-3.01
16.04.2012 13:20:00,989.29,7.67,281.7,-3.27
16.04.2012 13:30:00,989.3,8.05,282.08,-3.13
16.04.2012 13:40:00,989.24,8.29,282.32,-3.05
16.04.2012 13:50:00,989.12,8.4,282.44,-3.66
16.04.2012 14:00:00,989.07,8.5,282.55,-4.48
16.04.2012 14:10:00,989.1,8.27,282.31,-4.69
16.04.2012 14:20:00,989.06,8.3,282.35,-4.76
16.04.2012 14:30:00,989.07,8.25,282.3,-4.8
16.04.2012 14:40:00,989.06,8.27,282.32,-4.84
16.04.2012 14:50:00,989.12,8.42,282.46,-4.67
16.04.2012 15:00:00,989.07,8.7,282.75,-4.76
16.04.2012 15:10:00,989.13,8.43,282.47,-4.96
16.04.2012 15:20:00,989.11,8.28,282.32,-4.58
16.04.2012 15:30:00,989.05,8.44,282.49,-4.81
16.04.2012 15:40:00,989.04,8.45,282.5,-4.99
16.04.2012 15:50:00,989.05,8.65,282.7,-5.1
16.04.2012 16:00:00,989.22,8.48,282.51,-5.05
16.04.2012 16:10:00,989.3,8.26,282.29,-5.09
16.04.2012 16:20:00,989.3,8.37,282.4,-5.16
16.04.2012 16:30:00,989.32,8.78,282.81,-4.99
16.04.2012 16:40:00,989.48,9.05,283.06,-4.88
16.04.2012 16:50:00,989.57,8.72,282.73,-5.4
16.04.2012 17:00:00,989.6,8.52,282.52,-5.72
16.04.2012 17:10:00,989.61,8.31,282.31,-5.83
16.04.2012 17:20:00,989.61,8.2,282.2,-5.7
16.04.2012 17:30:00,989.6,8.41,282.41,-5.83
16.04.2012 17:40:00,989.6,8.54,282.54,-6.15
16.04.2012 17:50:00,989.62,8.28,282.28,-6.27
16.04.2012 18:00:00,989.75,8.09,282.08,-6.23
16.04.2012 18:10:00,989.76,7.93,281.92,-5.79
16.04.2012 18:20:00,989.81,7.55,281.53,-5.43
16.04.2012 18:30:00,989.92,7.3,281.27,-5.35
16.04.2012 18:40:00,990.06,7.26,281.22,-5.29
16.04.2012 18:50:00,990.19,7.15,281.1,-4.26
16.04.2012 19:00:00,990.31,6.54,280.48,-2.71
16.04.2012 19:10:00,990.43,6.06,279.99,-2.45
16.04.2012 19:20:00,990.56,5.73,279.65,-2.39
16.04.2012 19:30:00,990.6,5.54,279.45,-2.44
16.04.2012 19:40:00,990.66,5.39,279.3,-2.47
16.04.2012 19:50:00,990.8,5.25,279.14,-2.44
16.04.2012 20:00:00,990.92,5.17,279.06,-2.46
16.04.2012 20:10:00,991.03,5.12,279,-2.6
16.04.2012 20:20:00,991.14,5.16,279.03,-2.47
16.04.2012 20:30:00,991.18,4.97,278.83,-2.36
16.04.2012 20:40:00,991.2,4.63,278.49,-2.12
16.04.2012 20:50:00,991.2,4.39,278.25,-2.13
16.04.2012 21:00:00,991.15,4.31,278.17,-2.26
16.04.2012 21:10:00,991.13,4.2,278.06,-2.34
16.04.2012 21:20:00,991.27,4.03,277.89,-2.44
16.04.2012 21:30:00,991.28,3.9,277.76,-2.51
16.04.2012 21:40:00,991.3,3.69,277.55,-2.36
16.04.2012 21:50:00,991.33,3.52,277.37,-2.27
16.04.2012 22:00:00,991.36,3.5,277.35,-2.25
16.04.2012 22:10:00,991.34,3.43,277.27,-2.27
16.04.2012 22:20:00,991.36,3.29,277.13,-2.26
16.04.2012 22:30:00,991.32,3.16,277.01,-2.26
16.04.2012 22:40:00,991.32,3.12,276.97,-2.2
16.04.2012 22:50:00,991.35,3.06,276.9,-2.16
16.04.2012 23:00:00,991.35,2.99,276.84,-2.14
16.04.2012 23:10:00,991.33,2.93,276.77,-2.12
16.04.2012 23:20:00,991.33,2.86,276.7,-2.09
16.04.2012 23:30:00,991.33,2.83,276.68,-2.1
16.04.2012 23:40:00,991.33,2.73,276.58,-2.15
16.04.2012 23:50:00,991.32,2.72,276.57,-2.14
17.04.2012 00:00:00,991.32,2.67,276.51,-2.19
17.04.2012 00:10:00,991.33,2.57,276.42,-2.28
17.04.2012 00:20:00,991.33,2.35,276.2,-2.36
17.04.2012 00:30:00,991.41,2.36,276.2,-2.35
17.04.2012 00:40:00,991.41,2.52,276.36,-2.35
17.04.2012 00:50:00,991.29,2.55,276.4,-2.37
17.04.2012 01:00:00,991.21,2.54,276.4,-2.41
17.04.2012 01:10:00,991.2,2.36,276.21,-2.45
17.04.2012 01:20:00,991.09,1.89,275.75,-2.44
17.04.2012 01:30:00,991.08,1.4,275.27,-2.47
17.04.2012 01:40:00,990.98,1.26,275.13,-2.41
17.04.2012 01:50:00,990.91,0.94,274.81,-2.62
17.04.2012 02:00:00,990.82,0.34,274.22,-2.81
17.04.2012 02:10:00,990.69,0.04,273.93,-2.82
17.04.2012 02:20:00,990.59,-0.18,273.72,-2.93
17.04.2012 02:30:00,990.59,-0.42,273.48,-2.95
17.04.2012 02:40:00,990.57,-0.55,273.35,-2.97
17.04.2012 02:50:00,990.51,-0.72,273.18,-3.01
17.04.2012 03:00:00,990.41,-0.72,273.19,-3.06
17.04.2012 03:10:00,990.29,-1.07,272.85,-3.26
17.04.2012 03:20:00,990.24,-1.25,272.68,-3.27
17.04.2012 03:30:00,990.14,-1.31,272.62,-3.29
17.04.2012 03:40:00,990.07,-1.39,272.55,-3.37
17.04.2012 03:50:00,989.98,-1.44,272.51,-3.38
17.04.2012 04:00:00,989.89,-1.38,272.58,-3.31
17.04.2012 04:10:00,989.78,-1.23,272.73,-3.32
17.04.2012 04:20:00,989.66,-1.23,272.74,-3.32
17.04.2012 04:30:00,989.6,-1.49,272.48,-3.59
17.04.2012 04:40:00,989.53,-1.9,272.08,-3.86
17.04.2012 04:50:00,989.51,-2.04,271.94,-3.8
17.04.2012 05:00:00,989.48,-2.06,271.93,-3.72
17.04.2012 05:10:00,989.39,-2.15,271.84,-3.86
17.04.2012 05:20:00,989.51,-2.27,271.71,-3.93
17.04.2012 05:30:00,989.51,-2.29,271.69,-3.87
17.04.2012 05:40:00,989.53,-2.36,271.62,-3.93
17.04.2012 05:50:00,989.55,-2.19,271.79,-3.73
17.04.2012 06:00:00,989.54,-1.65,272.33,-3.5
17.04.2012 06:10:00,989.55,-1.46,272.52,-3.53
17.04.2012 06:20:00,989.59,-0.9,273.08,-3.33
17.04.2012 06:30:00,989.62,-0.66,273.31,-3.35
17.04.2012 06:40:00,989.55,-0.37,273.61,-3.26
17.04.2012 06:50:00,989.52,-0.43,273.55,-3.46
17.04.2012 07:00:00,989.47,-0.67,273.31,-3.41
17.04.2012 07:10:00,989.37,-0.39,273.61,-3.22
17.04.2012 07:20:00,989.26,0.05,274.05,-2.99
17.04.2012 07:30:00,989.2,0.52,274.53,-2.87
17.04.2012 07:40:00,989.1,0.99,275.01,-2.83
17.04.2012 07:50:00,989.01,1.52,275.55,-2.46
17.04.2012 08:00:00,988.88,2.26,276.31,-2.33
17.04.2012 08:10:00,988.76,2.98,277.03,-2
17.04.2012 08:20:00,988.64,3.29,277.35,-1.87
17.04.2012 08:30:00,988.6,3.89,277.96,-1.62
17.04.2012 08:40:00,988.48,4.1,278.18,-1.66
17.04.2012 08:50:00,988.35,4.56,278.65,-1.49
17.04.2012 09:00:00,988.21,4.99,279.1,-1.51
17.04.2012 09:10:00,988.05,5.18,279.3,-1.44
17.04.2012 09:20:00,987.87,5.52,279.66,-1.48
17.04.2012 09:30:00,987.71,6.17,280.32,-1.71
17.04.2012 09:40:00,987.55,6.49,280.65,-1.73
17.04.2012 09:50:00,987.38,7.12,281.3,-2.14
17.04.2012 10:00:00,987.29,6.78,280.97,-2.86
17.04.2012 10:10:00,987.17,6.59,280.78,-3.71
17.04.2012 10:20:00,987.05,6.49,280.69,-3.95
17.04.2012 10:30:00,986.89,6.58,280.8,-4.48
17.04.2012 10:40:00,986.74,6.9,281.13,-4.28
17.04.2012 10:50:00,986.53,7.48,281.73,-4.45
17.04.2012 11:00:00,986.27,8.13,282.4,-4.79
17.04.2012 11:10:00,986.11,8.45,282.74,-4.65
17.04.2012 11:20:00,986.03,7.87,282.16,-5.1
17.04.2012 11:30:00,985.87,7.72,282.03,-4.97
17.04.2012 11:40:00,985.73,7.64,281.96,-4.79
17.04.2012 11:50:00,985.6,7.63,281.96,-4.64
17.04.2012 12:00:00,985.44,7.43,281.77,-4.41
17.04.2012 12:10:00,985.17,7.79,282.15,-4.43
17.04.2012 12:20:00,984.98,7.77,282.15,-4.57
17.04.2012 12:30:00,984.74,7.83,282.23,-4.45
17.04.2012 12:40:00,984.59,7.84,282.25,-4.48
17.04.2012 12:50:00,984.45,8.27,282.69,-4.52
17.04.2012 13:00:00,984.31,8.62,283.06,-4.54
17.04.2012 13:10:00,984.12,8.99,283.44,-4.57
17.04.2012 13:20:00,983.86,8.99,283.47,-4.96
17.04.2012 13:30:00,983.64,8.93,283.42,-4.98
17.04.2012 13:40:00,983.47,9.39,283.9,-4.83
17.04.2012 13:50:00,983.35,9.28,283.8,-4.9
17.04.2012 14:00:00,983.18,9.22,283.75,-5.01
17.04.2012 14:10:00,982.99,9.26,283.81,-5.1
17.04.2012 14:20:00,982.76,9.34,283.91,-4.93
17.04.2012 14:30:00,982.54,9.98,284.57,-4.52
17.04.2012 14:40:00,982.27,9.86,284.47,-4.8
17.04.2012 14:50:00,982.02,9.72,284.35,-4.86
17.04.2012 15:00:00,981.82,9.9,284.55,-4.78
17.04.2012 15:10:00,981.67,9.61,284.27,-5.08
17.04.2012 15:20:00,981.48,9.72,284.4,-5.1
17.04.2012 15:30:00,981.26,9.82,284.52,-5.1
17.04.2012 15:40:00,981.09,9.96,284.67,-4.73
17.04.2012 15:50:00,980.88,10.02,284.75,-4.87
17.04.2012 16:00:00,980.72,10,284.74,-5.2
17.04.2012 16:10:00,980.59,9.99,284.74,-5.14
17.04.2012 16:20:00,980.41,10.08,284.85,-4.9
17.04.2012 16:30:00,980.29,10.13,284.91,-4.86
17.04.2012 16:40:00,980.11,10.09,284.88,-5.25
17.04.2012 16:50:00,979.94,10.24,285.05,-4.95
17.04.2012 17:00:00,979.83,10.63,285.45,-4.62
17.04.2012 17:10:00,979.69,10.41,285.24,-4.95
17.04.2012 17:20:00,979.54,10.3,285.14,-5.08
17.04.2012 17:30:00,979.45,10.19,285.04,-5.02
17.04.2012 17:40:00,979.26,10.11,284.97,-4.84
17.04.2012 17:50:00,979.12,9.97,284.84,-4.7
17.04.2012 18:00:00,979.09,9.84,284.72,-4.62
17.04.2012 18:10:00,979.04,9.67,284.55,-4.71
17.04.2012 18:20:00,978.93,9.57,284.46,-4.57
17.04.2012 18:30:00,978.85,9.47,284.36,-4.54
17.04.2012 18:40:00,978.72,9.35,284.25,-4.4
17.04.2012 18:50:00,978.61,9.22,284.13,-4.38
17.04.2012 19:00:00,978.48,9.17,284.09,-4.18
17.04.2012 19:10:00,978.47,9.04,283.96,-4.06
17.04.2012 19:20:00,978.58,8.89,283.8,-4.03
17.04.2012 19:30:00,978.61,8.73,283.64,-3.96
17.04.2012 19:40:00,978.63,8.55,283.46,-3.88
17.04.2012 19:50:00,978.62,8.33,283.24,-3.7
17.04.2012 20:00:00,978.54,8.12,283.03,-3.73
17.04.2012 20:10:00,978.52,8.02,282.93,-3.8
17.04.2012 20:20:00,978.44,7.88,282.8,-3.74
17.04.2012 20:30:00,978.43,7.79,282.71,-3.75
17.04.2012 20:40:00,978.37,7.66,282.58,-3.68
17.04.2012 20:50:00,978.3,7.47,282.4,-3.58
17.04.2012 21:00:00,978.26,7.26,282.19,-3.51
17.04.2012 21:10:00,978.19,7.15,282.08,-3.42
17.04.2012 21:20:00,978.19,7.03,281.96,-3.35
17.04.2012 21:30:00,978.19,6.86,281.79,-3.33
17.04.2012 21:40:00,978.15,6.69,281.63,-3.35
17.04.2012 21:50:00,978.01,6.63,281.58,-3.32
17.04.2012 22:00:00,977.94,6.46,281.41,-3.32
17.04.2012 22:10:00,977.87,6.29,281.24,-3.31
17.04.2012 22:20:00,977.78,6.19,281.15,-3.25
17.04.2012 22:30:00,977.7,6.07,281.03,-3.17
17.04.2012 22:40:00,977.61,5.94,280.92,-3.12
17.04.2012 22:50:00,977.54,5.86,280.84,-3.07
17.04.2012 23:00:00,977.43,5.76,280.75,-3
17.04.2012 23:10:00,977.33,5.59,280.58,-3
17.04.2012 23:20:00,977.24,5.52,280.52,-2.99
17.04.2012 23:30:00,977.21,5.55,280.55,-2.94
17.04.2012 23:40:00,977.13,5.38,280.39,-2.9
17.04.2012 23:50:00,977.04,5.22,280.24,-2.85
18.04.2012 00:00:00,976.93,5.04,280.07,-2.79
18.04.2012 00:10:00,976.84,4.95,279.98,-2.77
18.04.2012 00:20:00,976.74,4.77,279.8,-2.75
18.04.2012 00:30:00,976.6,4.77,279.82,-2.71
18.04.2012 00:40:00,976.46,4.77,279.83,-2.65
18.04.2012 00:50:00,976.35,4.68,279.75,-2.59
